billing_period_start,billing_period_end,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_usage_amount,line_item_unblended_cost,pricing_unit,product_region,resource_id,usage_account_id,payer_account_id,service,region,usage_hours,cost,data_source,scenario,technical_debt_event,anomaly_score,waste_driver,recommended_action,pmo_summary_line
2026-03-01,2026-03-31,2026-03-26T09:00:00+00:00,2026-03-26T10:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,26.75,0.47,1K-Tokens,us-gov-east-1,bedrock-00203,0000000003,synthetic-payer,AmazonBedrock,us-gov-east-1,26.75,0.47,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T12:00:00+00:00,2026-03-26T13:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,29.27,8.61,Hrs,us-gov-west-1,ec2-00204,0000000004,synthetic-payer,AmazonEC2,us-gov-east-1,29.27,8.61,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T15:00:00+00:00,2026-03-26T16:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,48.06,22.6,Hrs,us-gov-west-1,ec2-00205,0000000005,synthetic-payer,AmazonEC2,us-gov-west-1,48.06,22.6,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T18:00:00+00:00,2026-03-26T19:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,24.68,0.44,1K-Tokens,us-gov-west-1,bedrock-00206,0000000006,synthetic-payer,AmazonBedrock,us-gov-west-1,24.68,0.44,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T21:00:00+00:00,2026-03-26T22:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,45.88,1646.37,Hrs,us-gov-west-1,redshift-00207,0000000007,synthetic-payer,AmazonRedshift,us-gov-west-1,45.88,1646.37,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-27T00:00:00+00:00,2026-03-27T01:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,1.2,1.04,DPU-Hr,us-gov-west-1,glue-00208,0000000008,synthetic-payer,AWSGlue,us-gov-west-1,1.2,1.04,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T03:00:00+00:00,2026-03-27T04:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,18.8,8.55,DPU-Hr,us-gov-west-1,glue-00209,0000000009,synthetic-payer,AWSGlue,us-gov-west-1,18.8,8.55,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T06:00:00+00:00,2026-03-27T07:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,26.44,13.95,Hrs,us-gov-east-1,ec2-00210,0000000000,synthetic-payer,AmazonEC2,us-gov-west-1,26.44,13.95,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T09:00:00+00:00,2026-03-27T10:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,19.84,0.47,GB-Mo,us-gov-east-1,s3-00211,0000000001,synthetic-payer,AmazonS3,us-gov-west-1,19.84,0.47,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T12:00:00+00:00,2026-03-27T13:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,5.51,0.0,GB-Second,us-gov-east-1,lambda-00212,0000000002,synthetic-payer,AWSLambda,us-gov-west-1,5.51,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T15:00:00+00:00,2026-03-27T16:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,36.77,169.07,Hrs,us-gov-west-1,redshift-00213,0000000003,synthetic-payer,AmazonRedshift,us-gov-east-1,36.77,169.07,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T18:00:00+00:00,2026-03-27T19:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,46.68,56.73,Hrs,us-gov-east-1,redshift-00214,0000000004,synthetic-payer,AmazonRedshift,us-gov-east-1,46.68,56.73,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-27T21:00:00+00:00,2026-03-27T22:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,49.71,144.85,Hrs,us-gov-east-1,redshift-00215,0000000005,synthetic-payer,AmazonRedshift,us-gov-west-1,49.71,144.85,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T00:00:00+00:00,2026-03-28T01:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,195.97,518.05,Hrs,us-gov-west-1,ec2-00216,0000000006,synthetic-payer,AmazonEC2,us-gov-east-1,195.97,518.05,synthetic,orphan_ebs_leakage,orphaned_storage_cleanup_gap,medium,orphaned block storage,Bedrock flow orphaned resource sweep,Detached storage continued accruing cost after instance retirement
2026-03-01,2026-03-31,2026-03-28T03:00:00+00:00,2026-03-28T04:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,28.04,627.07,Hrs,us-gov-east-1,emr-00217,0000000007,synthetic-payer,AmazonEMR,us-gov-east-1,28.04,627.07,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T06:00:00+00:00,2026-03-28T07:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,43.99,18.01,DPU-Hr,us-gov-west-1,glue-00218,0000000008,synthetic-payer,AWSGlue,us-gov-west-1,43.99,18.01,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T09:00:00+00:00,2026-03-28T10:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,33.06,64.32,Hrs,us-gov-east-1,redshift-00219,0000000009,synthetic-payer,AmazonRedshift,us-gov-east-1,33.06,64.32,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T12:00:00+00:00,2026-03-28T13:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,30.54,44.34,Hrs,us-gov-east-1,redshift-00220,0000000000,synthetic-payer,AmazonRedshift,us-gov-east-1,30.54,44.34,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T15:00:00+00:00,2026-03-28T16:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,19.1,0.0,GB-Second,us-gov-east-1,lambda-00221,0000000001,synthetic-payer,AWSLambda,us-gov-west-1,19.1,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T18:00:00+00:00,2026-03-28T19:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,60.06,15.4,Hrs,us-gov-west-1,ec2-00222,0000000002,synthetic-payer,AmazonEC2,us-gov-east-1,60.06,15.4,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-28T21:00:00+00:00,2026-03-28T22:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,10.24,0.04,1K-Tokens,us-gov-east-1,bedrock-00223,0000000003,synthetic-payer,AmazonBedrock,us-gov-west-1,10.24,0.04,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T00:00:00+00:00,2026-03-29T01:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,26.11,93.0,Hrs,us-gov-east-1,redshift-00224,0000000004,synthetic-payer,AmazonRedshift,us-gov-west-1,26.11,93.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T03:00:00+00:00,2026-03-29T04:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,177.86,691.42,Hrs,us-gov-west-1,ec2-00225,0000000005,synthetic-payer,AmazonEC2,us-gov-west-1,177.86,691.42,synthetic,orphan_ebs_leakage,orphaned_storage_cleanup_gap,medium,orphaned block storage,Bedrock flow orphaned resource sweep,Detached storage continued accruing cost after instance retirement
2026-03-01,2026-03-31,2026-03-29T06:00:00+00:00,2026-03-29T07:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,61.02,1168.28,Hrs,us-gov-east-1,emr-00226,0000000006,synthetic-payer,AmazonEMR,us-gov-west-1,61.02,1168.28,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T09:00:00+00:00,2026-03-29T10:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,31.47,0.36,1K-Tokens,us-gov-west-1,bedrock-00227,0000000007,synthetic-payer,AmazonBedrock,us-gov-east-1,31.47,0.36,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T12:00:00+00:00,2026-03-29T13:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,13.81,6.82,Hrs,us-gov-east-1,ec2-00228,0000000008,synthetic-payer,AmazonEC2,us-gov-east-1,13.81,6.82,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T15:00:00+00:00,2026-03-29T16:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,1.43,37.43,Hrs,us-gov-east-1,emr-00229,0000000009,synthetic-payer,AmazonEMR,us-gov-west-1,1.43,37.43,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T18:00:00+00:00,2026-03-29T19:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,53.61,2.64,GB-Mo,us-gov-west-1,s3-00230,0000000000,synthetic-payer,AmazonS3,us-gov-west-1,53.61,2.64,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-29T21:00:00+00:00,2026-03-29T22:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,30.81,72.75,Hrs,us-gov-east-1,redshift-00231,0000000001,synthetic-payer,AmazonRedshift,us-gov-east-1,30.81,72.75,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T00:00:00+00:00,2026-03-30T01:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,24.03,0.0,GB-Second,us-gov-west-1,lambda-00232,0000000002,synthetic-payer,AWSLambda,us-gov-west-1,24.03,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T03:00:00+00:00,2026-03-30T04:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,12.18,0.47,GB-Mo,us-gov-west-1,s3-00233,0000000003,synthetic-payer,AmazonS3,us-gov-east-1,12.18,0.47,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T06:00:00+00:00,2026-03-30T07:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,25.76,1314.82,Hrs,us-gov-east-1,redshift-00234,0000000004,synthetic-payer,AmazonRedshift,us-gov-east-1,25.76,1314.82,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-30T09:00:00+00:00,2026-03-30T10:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,31.52,566.27,Hrs,us-gov-east-1,emr-00235,0000000005,synthetic-payer,AmazonEMR,us-gov-east-1,31.52,566.27,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T12:00:00+00:00,2026-03-30T13:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,16.66,10.06,Hrs,us-gov-west-1,ec2-00236,0000000006,synthetic-payer,AmazonEC2,us-gov-west-1,16.66,10.06,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T15:00:00+00:00,2026-03-30T16:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,22.4,0.59,GB-Mo,us-gov-west-1,s3-00237,0000000007,synthetic-payer,AmazonS3,us-gov-east-1,22.4,0.59,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T18:00:00+00:00,2026-03-30T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,24.3,342.83,Hrs,us-gov-east-1,emr-00238,0000000008,synthetic-payer,AmazonEMR,us-gov-west-1,24.3,342.83,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-30T21:00:00+00:00,2026-03-30T22:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,27.99,1.15,GB-Mo,us-gov-east-1,s3-00239,0000000009,synthetic-payer,AmazonS3,us-gov-west-1,27.99,1.15,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T00:00:00+00:00,2026-03-31T01:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,62.19,78.14,Hrs,us-gov-west-1,redshift-00240,0000000000,synthetic-payer,AmazonRedshift,us-gov-east-1,62.19,78.14,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T03:00:00+00:00,2026-03-31T04:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,62.21,27.66,Hrs,us-gov-east-1,ec2-00241,0000000001,synthetic-payer,AmazonEC2,us-gov-east-1,62.21,27.66,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T06:00:00+00:00,2026-03-31T07:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,9.18,131.2,Hrs,us-gov-east-1,emr-00242,0000000002,synthetic-payer,AmazonEMR,us-gov-west-1,9.18,131.2,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T09:00:00+00:00,2026-03-31T10:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,48.4,991.98,Hrs,us-gov-east-1,redshift-00243,0000000003,synthetic-payer,AmazonRedshift,us-gov-west-1,48.4,991.98,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-31T12:00:00+00:00,2026-03-31T13:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,29.43,11.69,DPU-Hr,us-gov-east-1,glue-00244,0000000004,synthetic-payer,AWSGlue,us-gov-east-1,29.43,11.69,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T15:00:00+00:00,2026-03-31T16:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,24.65,0.62,GB-Mo,us-gov-west-1,s3-00245,0000000005,synthetic-payer,AmazonS3,us-gov-west-1,24.65,0.62,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T18:00:00+00:00,2026-03-31T19:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,25.81,0.36,1K-Tokens,us-gov-west-1,bedrock-00246,0000000006,synthetic-payer,AmazonBedrock,us-gov-west-1,25.81,0.36,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-31T21:00:00+00:00,2026-03-31T22:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,11.4,3.39,Hrs,us-gov-west-1,ec2-00247,0000000007,synthetic-payer,AmazonEC2,us-gov-west-1,11.4,3.39,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-04-01T00:00:00+00:00,2026-04-01T01:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,68.54,2.66,GB-Mo,us-gov-east-1,s3-00248,0000000008,synthetic-payer,AmazonS3,us-gov-east-1,68.54,2.66,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-04-01T03:00:00+00:00,2026-04-01T04:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,66.61,0.0,GB-Second,us-gov-east-1,lambda-00249,0000000009,synthetic-payer,AWSLambda,us-gov-east-1,66.61,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
